"","parameter","index","simulation_value","IQR","n_series","n_observations","mean_IQR","model"
"1594","lambda","4",0.608212477027756,0.6,15,10,0.480666666666667,"partially"
"1595","lambda","5",0.545129853948938,0.49,15,10,0.480666666666667,"partially"
"1596","lambda","6",0.797110067148785,0.87,15,10,0.480666666666667,"partially"
"1597","lambda","7",0.457942078083968,0.09,15,10,0.480666666666667,"partially"
"1598","lambda","8",0.521268745656858,0.29,15,10,0.480666666666667,"partially"
"1599","lambda","9",0.724749743959567,0.93,15,10,0.480666666666667,"partially"
"1600","lambda","10",0.602752351615199,0.68,15,10,0.480666666666667,"partially"
"1601","lambda","11",0.771325459496845,0.88,15,10,0.480666666666667,"partially"
"1602","lambda","12",0.453858985248819,0.09,15,10,0.480666666666667,"partially"
"1603","lambda","13",0.51687888575751,0.33,15,10,0.480666666666667,"partially"
"1604","lambda","14",0.473574458659932,0.17,15,10,0.480666666666667,"partially"
"1605","lambda","15",0.546067056044692,0.4,15,10,0.480666666666667,"partially"
"1606","sigma","1",0.276349973112058,0.25,15,10,0.451333333333333,"partially"
"1607","sigma","2",0.164485693971468,0.87,15,10,0.451333333333333,"partially"
"1608","sigma","3",0.367547273074864,0.41,15,10,0.451333333333333,"partially"
"1609","sigma","4",0.205865698126501,0.22,15,10,0.451333333333333,"partially"
"1610","sigma","5",0.352886591565369,0.02,15,10,0.451333333333333,"partially"
"1611","sigma","6",0.349208416319004,0.5,15,10,0.451333333333333,"partially"
"1612","sigma","7",0.197296757139175,0.84,15,10,0.451333333333333,"partially"
"1613","sigma","8",0.193039992655029,0.22,15,10,0.451333333333333,"partially"
"1614","sigma","9",0.259587084019733,0.74,15,10,0.451333333333333,"partially"
"1615","sigma","10",0.301440600614085,0.42,15,10,0.451333333333333,"partially"
"1616","sigma","11",0.178055391285221,0.03,15,10,0.451333333333333,"partially"
"1617","sigma","12",-0.013823356925231,1,15,10,0.451333333333333,"partially"
"1618","sigma","13",0.226114450968266,0.49,15,10,0.451333333333333,"partially"
"1619","sigma","14",0.197229094218408,0.23,15,10,0.451333333333333,"partially"
"1620","sigma","15",0.40272026466978,0.53,15,10,0.451333333333333,"partially"
"1621","mu","1",-0.187381604503218,0.51,15,15,0.874,"pooled"
"1622","mu","2",0.104477225375019,1,15,15,0.874,"pooled"
"1623","mu","3",-0.117696723793029,0.44,15,15,0.874,"pooled"
"1624","mu","4",-0.111776763779146,0.51,15,15,0.874,"pooled"
"1625","mu","5",0.399387784347926,1,15,15,0.874,"pooled"
"1626","mu","6",-0.204180223984624,0.67,15,15,0.874,"pooled"
"1627","mu","7",-0.308836637675114,1,15,15,0.874,"pooled"
"1628","mu","8",-0.425156345798377,1,15,15,0.874,"pooled"
"1629","mu","9",0.526359247153667,1,15,15,0.874,"pooled"
"1630","mu","10",0.00327693763623992,0.99,15,15,0.874,"pooled"
"1631","mu","11",0.165653434080056,1,15,15,0.874,"pooled"
"1632","mu","12",-0.339691492934443,1,15,15,0.874,"pooled"
"1633","mu","13",-0.50946458095179,1,15,15,0.874,"pooled"
"1634","mu","14",0.270361415460287,1,15,15,0.874,"pooled"
"1635","mu","15",-0.287997143240387,0.99,15,15,0.874,"pooled"
"1636","lambda","1",0.549139857824836,1,15,15,1,"pooled"
"1637","lambda","2",0.550758858477596,1,15,15,1,"pooled"
"1638","lambda","3",0.513504274819187,1,15,15,1,"pooled"
"1639","lambda","4",0.608212477027756,1,15,15,1,"pooled"
"1640","lambda","5",0.545129853948938,1,15,15,1,"pooled"
"1641","lambda","6",0.797110067148785,1,15,15,1,"pooled"
"1642","lambda","7",0.457942078083968,1,15,15,1,"pooled"
"1643","lambda","8",0.521268745656858,1,15,15,1,"pooled"
"1644","lambda","9",0.724749743959567,1,15,15,1,"pooled"
"1645","lambda","10",0.602752351615199,1,15,15,1,"pooled"
"1646","lambda","11",0.771325459496845,1,15,15,1,"pooled"
"1647","lambda","12",0.453858985248819,1,15,15,1,"pooled"
"1648","lambda","13",0.51687888575751,1,15,15,1,"pooled"
"1649","lambda","14",0.473574458659932,1,15,15,1,"pooled"
"1650","lambda","15",0.546067056044692,1,15,15,1,"pooled"
"1651","sigma","1",0.276349973112058,1,15,15,0.733333333333333,"pooled"
"1652","sigma","2",0.164485693971468,0.94,15,15,0.733333333333333,"pooled"
"1653","sigma","3",0.367547273074864,1,15,15,0.733333333333333,"pooled"
"1654","sigma","4",0.205865698126501,0.34,15,15,0.733333333333333,"pooled"
"1655","sigma","5",0.352886591565369,1,15,15,0.733333333333333,"pooled"
"1656","sigma","6",0.349208416319004,1,15,15,0.733333333333333,"pooled"
"1657","sigma","7",0.197296757139175,0.02,15,15,0.733333333333333,"pooled"
"1658","sigma","8",0.193039992655029,0.16,15,15,0.733333333333333,"pooled"
"1659","sigma","9",0.259587084019733,1,15,15,0.733333333333333,"pooled"
"1660","sigma","10",0.301440600614085,1,15,15,0.733333333333333,"pooled"
"1661","sigma","11",0.178055391285221,0.68,15,15,0.733333333333333,"pooled"
"1662","sigma","12",-0.013823356925231,1,15,15,0.733333333333333,"pooled"
"1663","sigma","13",0.226114450968266,0.84,15,15,0.733333333333333,"pooled"
"1664","sigma","14",0.197229094218408,0.02,15,15,0.733333333333333,"pooled"
"1665","sigma","15",0.40272026466978,1,15,15,0.733333333333333,"pooled"
"1666","mu","1",-0.187381604503218,0.84,15,15,0.708,"non_pooled"
"1667","mu","2",0.104477225375019,0.98,15,15,0.708,"non_pooled"
"1668","mu","3",-0.117696723793029,0.1,15,15,0.708,"non_pooled"
"1669","mu","4",-0.111776763779146,0.64,15,15,0.708,"non_pooled"
"1670","mu","5",0.399387784347926,0.23,15,15,0.708,"non_pooled"
"1671","mu","6",-0.204180223984624,0.33,15,15,0.708,"non_pooled"
"1672","mu","7",-0.308836637675114,0.86,15,15,0.708,"non_pooled"
"1673","mu","8",-0.425156345798377,0.96,15,15,0.708,"non_pooled"
"1674","mu","9",0.526359247153667,0.84,15,15,0.708,"non_pooled"
"1675","mu","10",0.00327693763623992,0.71,15,15,0.708,"non_pooled"
"1676","mu","11",0.165653434080056,0.49,15,15,0.708,"non_pooled"
"1677","mu","12",-0.339691492934443,0.94,15,15,0.708,"non_pooled"
"1678","mu","13",-0.50946458095179,0.78,15,15,0.708,"non_pooled"
"1679","mu","14",0.270361415460287,0.96,15,15,0.708,"non_pooled"
"1680","mu","15",-0.287997143240387,0.96,15,15,0.708,"non_pooled"
"1681","lambda","1",0.549139857824836,0.12,15,15,0.370666666666667,"non_pooled"
"1682","lambda","2",0.550758858477596,0.25,15,15,0.370666666666667,"non_pooled"
"1683","lambda","3",0.513504274819187,0.08,15,15,0.370666666666667,"non_pooled"
"1684","lambda","4",0.608212477027756,0.15,15,15,0.370666666666667,"non_pooled"
"1685","lambda","5",0.545129853948938,0.57,15,15,0.370666666666667,"non_pooled"
"1686","lambda","6",0.797110067148785,0.12,15,15,0.370666666666667,"non_pooled"
"1687","lambda","7",0.457942078083968,0.77,15,15,0.370666666666667,"non_pooled"
"1688","lambda","8",0.521268745656858,0.25,15,15,0.370666666666667,"non_pooled"
"1689","lambda","9",0.724749743959567,0.01,15,15,0.370666666666667,"non_pooled"
"1690","lambda","10",0.602752351615199,0.44,15,15,0.370666666666667,"non_pooled"
"1691","lambda","11",0.771325459496845,0.33,15,15,0.370666666666667,"non_pooled"
"1692","lambda","12",0.453858985248819,0.46,15,15,0.370666666666667,"non_pooled"
"1693","lambda","13",0.51687888575751,0.73,15,15,0.370666666666667,"non_pooled"
"1694","lambda","14",0.473574458659932,0.77,15,15,0.370666666666667,"non_pooled"
"1695","lambda","15",0.546067056044692,0.51,15,15,0.370666666666667,"non_pooled"
"1696","sigma","1",0.276349973112058,0.79,15,15,0.576,"non_pooled"
"1697","sigma","2",0.164485693971468,0.19,15,15,0.576,"non_pooled"
"1698","sigma","3",0.367547273074864,0.91,15,15,0.576,"non_pooled"
"1699","sigma","4",0.205865698126501,0.98,15,15,0.576,"non_pooled"
"1700","sigma","5",0.352886591565369,0.44,15,15,0.576,"non_pooled"
"1701","sigma","6",0.349208416319004,0.86,15,15,0.576,"non_pooled"
"1702","sigma","7",0.197296757139175,0.13,15,15,0.576,"non_pooled"
"1703","sigma","8",0.193039992655029,0.01,15,15,0.576,"non_pooled"
"1704","sigma","9",0.259587084019733,0.99,15,15,0.576,"non_pooled"
"1705","sigma","10",0.301440600614085,0.25,15,15,0.576,"non_pooled"
"1706","sigma","11",0.178055391285221,0.46,15,15,0.576,"non_pooled"
"1707","sigma","12",-0.013823356925231,1,15,15,0.576,"non_pooled"
"1708","sigma","13",0.226114450968266,0.33,15,15,0.576,"non_pooled"
"1709","sigma","14",0.197229094218408,0.86,15,15,0.576,"non_pooled"
"1710","sigma","15",0.40272026466978,0.44,15,15,0.576,"non_pooled"
"1711","mu","1",-0.187381604503218,0.76,15,15,0.641333333333333,"partially"
"1712","mu","2",0.104477225375019,0.91,15,15,0.641333333333333,"partially"
"1713","mu","3",-0.117696723793029,0.1,15,15,0.641333333333333,"partially"
"1714","mu","4",-0.111776763779146,0.54,15,15,0.641333333333333,"partially"
"1715","mu","5",0.399387784347926,0.48,15,15,0.641333333333333,"partially"
"1716","mu","6",-0.204180223984624,0.35,15,15,0.641333333333333,"partially"
"1717","mu","7",-0.308836637675114,0.77,15,15,0.641333333333333,"partially"
"1718","mu","8",-0.425156345798377,0.89,15,15,0.641333333333333,"partially"
"1719","mu","9",0.526359247153667,0.27,15,15,0.641333333333333,"partially"
"1720","mu","10",0.00327693763623992,0.74,15,15,0.641333333333333,"partially"
"1721","mu","11",0.165653434080056,0.26,15,15,0.641333333333333,"partially"
"1722","mu","12",-0.339691492934443,0.93,15,15,0.641333333333333,"partially"
"1723","mu","13",-0.50946458095179,0.85,15,15,0.641333333333333,"partially"
"1724","mu","14",0.270361415460287,0.93,15,15,0.641333333333333,"partially"
"1725","mu","15",-0.287997143240387,0.84,15,15,0.641333333333333,"partially"
"1726","lambda","1",0.549139857824836,0.21,15,15,0.358666666666667,"partially"
"1727","lambda","2",0.550758858477596,0.15,15,15,0.358666666666667,"partially"
"1728","lambda","3",0.513504274819187,0.3,15,15,0.358666666666667,"partially"
"1729","lambda","4",0.608212477027756,0.4,15,15,0.358666666666667,"partially"
"1730","lambda","5",0.545129853948938,0.01,15,15,0.358666666666667,"partially"
"1731","lambda","6",0.797110067148785,0.7,15,15,0.358666666666667,"partially"
"1732","lambda","7",0.457942078083968,0.4,15,15,0.358666666666667,"partially"
"1733","lambda","8",0.521268745656858,0.05,15,15,0.358666666666667,"partially"
"1734","lambda","9",0.724749743959567,0.73,15,15,0.358666666666667,"partially"
"1735","lambda","10",0.602752351615199,0.66,15,15,0.358666666666667,"partially"
"1736","lambda","11",0.771325459496845,0.76,15,15,0.358666666666667,"partially"
"1737","lambda","12",0.453858985248819,0.22,15,15,0.358666666666667,"partially"
"1738","lambda","13",0.51687888575751,0.29,15,15,0.358666666666667,"partially"
"1739","lambda","14",0.473574458659932,0.42,15,15,0.358666666666667,"partially"
"1740","lambda","15",0.546067056044692,0.08,15,15,0.358666666666667,"partially"
"1741","sigma","1",0.276349973112058,0.81,15,15,0.510666666666667,"partially"
"1742","sigma","2",0.164485693971468,0.14,15,15,0.510666666666667,"partially"
"1743","sigma","3",0.367547273074864,0.12,15,15,0.510666666666667,"partially"
"1744","sigma","4",0.205865698126501,0.87,15,15,0.510666666666667,"partially"
"1745","sigma","5",0.352886591565369,0.75,15,15,0.510666666666667,"partially"
"1746","sigma","6",0.349208416319004,0.93,15,15,0.510666666666667,"partially"
"1747","sigma","7",0.197296757139175,0.08,15,15,0.510666666666667,"partially"
"1748","sigma","8",0.193039992655029,0.01,15,15,0.510666666666667,"partially"
"1749","sigma","9",0.259587084019733,0.83,15,15,0.510666666666667,"partially"
"1750","sigma","10",0.301440600614085,0.19,15,15,0.510666666666667,"partially"
"1751","sigma","11",0.178055391285221,0.41,15,15,0.510666666666667,"partially"
"1752","sigma","12",-0.013823356925231,1,15,15,0.510666666666667,"partially"
"1753","sigma","13",0.226114450968266,0.22,15,15,0.510666666666667,"partially"
"1754","sigma","14",0.197229094218408,0.8,15,15,0.510666666666667,"partially"
"1755","sigma","15",0.40272026466978,0.5,15,15,0.510666666666667,"partially"
"1756","mu","1",-0.187381604503218,0.68,15,20,0.866666666666667,"pooled"
"1757","mu","2",0.104477225375019,1,15,20,0.866666666666667,"pooled"
"1758","mu","3",-0.117696723793029,0.23,15,20,0.866666666666667,"pooled"
"1759","mu","4",-0.111776763779146,0.3,15,20,0.866666666666667,"pooled"
"1760","mu","5",0.399387784347926,1,15,20,0.866666666666667,"pooled"
"1761","mu","6",-0.204180223984624,0.8,15,20,0.866666666666667,"pooled"
"1762","mu","7",-0.308836637675114,1,15,20,0.866666666666667,"pooled"
"1763","mu","8",-0.425156345798377,1,15,20,0.866666666666667,"pooled"
"1764","mu","9",0.526359247153667,1,15,20,0.866666666666667,"pooled"
"1765","mu","10",0.00327693763623992,0.99,15,20,0.866666666666667,"pooled"
"1766","mu","11",0.165653434080056,1,15,20,0.866666666666667,"pooled"
"1767","mu","12",-0.339691492934443,1,15,20,0.866666666666667,"pooled"
"1768","mu","13",-0.50946458095179,1,15,20,0.866666666666667,"pooled"
"1769","mu","14",0.270361415460287,1,15,20,0.866666666666667,"pooled"
"1770","mu","15",-0.287997143240387,1,15,20,0.866666666666667,"pooled"
"1771","lambda","1",0.549139857824836,1,15,20,1,"pooled"
"1772","lambda","2",0.550758858477596,1,15,20,1,"pooled"
"1773","lambda","3",0.513504274819187,1,15,20,1,"pooled"
"1774","lambda","4",0.608212477027756,1,15,20,1,"pooled"
"1775","lambda","5",0.545129853948938,1,15,20,1,"pooled"
"1776","lambda","6",0.797110067148785,1,15,20,1,"pooled"
"1777","lambda","7",0.457942078083968,1,15,20,1,"pooled"
"1778","lambda","8",0.521268745656858,1,15,20,1,"pooled"
"1779","lambda","9",0.724749743959567,1,15,20,1,"pooled"
"1780","lambda","10",0.602752351615199,1,15,20,1,"pooled"
"1781","lambda","11",0.771325459496845,1,15,20,1,"pooled"
"1782","lambda","12",0.453858985248819,1,15,20,1,"pooled"
"1783","lambda","13",0.51687888575751,1,15,20,1,"pooled"
"1784","lambda","14",0.473574458659932,1,15,20,1,"pooled"
"1785","lambda","15",0.546067056044692,1,15,20,1,"pooled"
"1786","sigma","1",0.276349973112058,1,15,20,0.743333333333333,"pooled"
"1787","sigma","2",0.164485693971468,0.94,15,20,0.743333333333333,"pooled"
"1788","sigma","3",0.367547273074864,1,15,20,0.743333333333333,"pooled"
"1789","sigma","4",0.205865698126501,0.31,15,20,0.743333333333333,"pooled"
"1790","sigma","5",0.352886591565369,1,15,20,0.743333333333333,"pooled"
"1791","sigma","6",0.349208416319004,1,15,20,0.743333333333333,"pooled"
"1792","sigma","7",0.197296757139175,0.05,15,20,0.743333333333333,"pooled"
"1793","sigma","8",0.193039992655029,0.24,15,20,0.743333333333333,"pooled"
"1794","sigma","9",0.259587084019733,1,15,20,0.743333333333333,"pooled"
"1795","sigma","10",0.301440600614085,1,15,20,0.743333333333333,"pooled"
"1796","sigma","11",0.178055391285221,0.73,15,20,0.743333333333333,"pooled"
"1797","sigma","12",-0.013823356925231,1,15,20,0.743333333333333,"pooled"
"1798","sigma","13",0.226114450968266,0.83,15,20,0.743333333333333,"pooled"
"1799","sigma","14",0.197229094218408,0.05,15,20,0.743333333333333,"pooled"
"1800","sigma","15",0.40272026466978,1,15,20,0.743333333333333,"pooled"
"1801","mu","1",-0.187381604503218,0.5,15,20,0.604666666666667,"non_pooled"
"1802","mu","2",0.104477225375019,0.75,15,20,0.604666666666667,"non_pooled"
"1803","mu","3",-0.117696723793029,0.81,15,20,0.604666666666667,"non_pooled"
"1804","mu","4",-0.111776763779146,0.86,15,20,0.604666666666667,"non_pooled"
"1805","mu","5",0.399387784347926,0.01,15,20,0.604666666666667,"non_pooled"
"1806","mu","6",-0.204180223984624,0.94,15,20,0.604666666666667,"non_pooled"
"1807","mu","7",-0.308836637675114,0.89,15,20,0.604666666666667,"non_pooled"
"1808","mu","8",-0.425156345798377,0.35,15,20,0.604666666666667,"non_pooled"
"1809","mu","9",0.526359247153667,0.36,15,20,0.604666666666667,"non_pooled"
"1810","mu","10",0.00327693763623992,0.45,15,20,0.604666666666667,"non_pooled"
"1811","mu","11",0.165653434080056,0.72,15,20,0.604666666666667,"non_pooled"
"1812","mu","12",-0.339691492934443,0.31,15,20,0.604666666666667,"non_pooled"
"1813","mu","13",-0.50946458095179,0.81,15,20,0.604666666666667,"non_pooled"
"1814","mu","14",0.270361415460287,0.68,15,20,0.604666666666667,"non_pooled"
"1815","mu","15",-0.287997143240387,0.63,15,20,0.604666666666667,"non_pooled"
"1816","lambda","1",0.549139857824836,0.4,15,20,0.392666666666667,"non_pooled"
"1817","lambda","2",0.550758858477596,0.45,15,20,0.392666666666667,"non_pooled"
"1818","lambda","3",0.513504274819187,0.68,15,20,0.392666666666667,"non_pooled"
"1819","lambda","4",0.608212477027756,0.27,15,20,0.392666666666667,"non_pooled"
"1820","lambda","5",0.545129853948938,0.14,15,20,0.392666666666667,"non_pooled"
"1821","lambda","6",0.797110067148785,0.45,15,20,0.392666666666667,"non_pooled"
"1822","lambda","7",0.457942078083968,0.65,15,20,0.392666666666667,"non_pooled"
"1823","lambda","8",0.521268745656858,0.68,15,20,0.392666666666667,"non_pooled"
"1824","lambda","9",0.724749743959567,0.07,15,20,0.392666666666667,"non_pooled"
"1825","lambda","10",0.602752351615199,0.22,15,20,0.392666666666667,"non_pooled"
"1826","lambda","11",0.771325459496845,0.49,15,20,0.392666666666667,"non_pooled"
"1827","lambda","12",0.453858985248819,0.2,15,20,0.392666666666667,"non_pooled"
"1828","lambda","13",0.51687888575751,0.08,15,20,0.392666666666667,"non_pooled"
"1829","lambda","14",0.473574458659932,0.52,15,20,0.392666666666667,"non_pooled"
"1830","lambda","15",0.546067056044692,0.59,15,20,0.392666666666667,"non_pooled"
"1831","sigma","1",0.276349973112058,0.19,15,20,0.616666666666667,"non_pooled"
"1832","sigma","2",0.164485693971468,0.09,15,20,0.616666666666667,"non_pooled"
"1833","sigma","3",0.367547273074864,0.98,15,20,0.616666666666667,"non_pooled"
"1834","sigma","4",0.205865698126501,0.86,15,20,0.616666666666667,"non_pooled"
"1835","sigma","5",0.352886591565369,0.85,15,20,0.616666666666667,"non_pooled"
"1836","sigma","6",0.349208416319004,0.99,15,20,0.616666666666667,"non_pooled"
"1837","sigma","7",0.197296757139175,0.58,15,20,0.616666666666667,"non_pooled"
"1838","sigma","8",0.193039992655029,0.32,15,20,0.616666666666667,"non_pooled"
"1839","sigma","9",0.259587084019733,0.97,15,20,0.616666666666667,"non_pooled"
"1840","sigma","10",0.301440600614085,0.84,15,20,0.616666666666667,"non_pooled"
"1841","sigma","11",0.178055391285221,0.87,15,20,0.616666666666667,"non_pooled"
"1842","sigma","12",-0.013823356925231,1,15,20,0.616666666666667,"non_pooled"
"1843","sigma","13",0.226114450968266,0.52,15,20,0.616666666666667,"non_pooled"
"1844","sigma","14",0.197229094218408,0.14,15,20,0.616666666666667,"non_pooled"
"1845","sigma","15",0.40272026466978,0.05,15,20,0.616666666666667,"non_pooled"
"1846","mu","1",-0.187381604503218,0.37,15,20,0.500666666666667,"partially"
"1847","mu","2",0.104477225375019,0.54,15,20,0.500666666666667,"partially"
"1848","mu","3",-0.117696723793029,0.55,15,20,0.500666666666667,"partially"
"1849","mu","4",-0.111776763779146,0.71,15,20,0.500666666666667,"partially"
"1850","mu","5",0.399387784347926,0.33,15,20,0.500666666666667,"partially"
"1851","mu","6",-0.204180223984624,0.86,15,20,0.500666666666667,"partially"
"1852","mu","7",-0.308836637675114,0.68,15,20,0.500666666666667,"partially"
"1853","mu","8",-0.425156345798377,0.54,15,20,0.500666666666667,"partially"
"1854","mu","9",0.526359247153667,0.74,15,20,0.500666666666667,"partially"
"1855","mu","10",0.00327693763623992,0.42,15,20,0.500666666666667,"partially"
"1856","mu","11",0.165653434080056,0.43,15,20,0.500666666666667,"partially"
"1857","mu","12",-0.339691492934443,0.26,15,20,0.500666666666667,"partially"
"1858","mu","13",-0.50946458095179,0.46,15,20,0.500666666666667,"partially"
"1859","mu","14",0.270361415460287,0.28,15,20,0.500666666666667,"partially"
"1860","mu","15",-0.287997143240387,0.34,15,20,0.500666666666667,"partially"
"1861","lambda","1",0.549139857824836,0.88,15,20,0.71,"partially"
